X,player_name,salary,season
2828,brandon ingram,7265485,2020
2489,spencer dinwiddie,1656092,2019
1939,rakeem christmas,1471382,2018
942,jamychal green,845059,2016
1624,danilo gallinari,20559599,2018
2580,tyler dorsey,1378242,2019
1748,lance thomas,7119650,2018
390,alonzo gee,915243,2015
169,vince carter,3911981,2015
1612,dwight howard,23819725,2018
1163,victor oladipo,6552961,2017
2715,zach lavine,19500000,2020
287,pablo prigioni,1662961,2015
659,jonas jerebko,5000000,2016
2170,lebron james,35654150,2019
290,tyler ennis,1590720,2015
2175,paul george,30560700,2019
246,doug mcdermott,2277960,2015
2436,d.j. wilson,2534280,2019
1144,garrett temple,8000000,2017
2549,jeff green,1512601,2019
1784,marcus morris sr.,5000000,2018
991,jakarr sampson,258489,2016
2800,george hill,9133907,2020
1055,bismack biyombo,17000000,2017
1097,nikola pekovic,12100000,2017
584,jeff green,9650000,2016
1632,kawhi leonard,18868626,2018
2976,nassir little,2105520,2020
1770,alex abrines,5725000,2018
2940,luka samanic,2689920,2020
880,ricky ledo,947276,2016
335,damjan rudez,1100000,2015
876,hollis thompson,947276,2016
2879,enes freedom,4767000,2020
2527,isaiah thomas,1512601,2019
1108,wilson chandler,11233146,2017
72,jeremy lin,8374646,2015
2626,nik stauskas,504200,2019
1225,ben mclemore,4008882,2017
2225,evan fournier,17150000,2019
1549,nicolas brussino,543471,2017
472,kalin lucas,486446,2015
411,ray mccallum,816482,2015
1745,cole aldrich,7300000,2018
1678,nikola vucevic,12750000,2018
261,josh smith,2077000,2015
538,roy hibbert,15592217,2016
2639,tim frazier,196553,2019
2009,diamond stone,1312611,2018
1414,john lucas iii,980431,2017
2488,derrick white,1667160,2019
2356,trae young,5356440,2019
1628,tyler johnson,19245370,2018
1046,paul george,18314532,2017
2661,stephen curry,40231758,2020
429,jamaal franklin,816482,2015
431,jeff withey,816482,2015
1208,mike dunleavy,4837500,2017
3128,cody martin,1173310,2020
521,kevin love,19689000,2016
1988,stephen zimmerman,1312611,2018
2059,d.j. kennedy,874636,2018
1058,john wall,16957900,2017
1164,jodie meeks,6540000,2017
3114,kyle collinsworth,1378242,2020
2984,edmond sumner,2000000,2020
2641,ray spalding,184746,2019
1986,damian jones,1312611,2018
2707,serge ibaka,23271604,2020
2532,quincy pondexter,1512601,2019
718,meyers leonard,3075880,2016
2803,ja morant,8730240,2020
2636,jaylen adams,270014,2019
391,richard jefferson,915243,2015
842,josh huestis,1140240,2016
2572,rodney purvis,1378242,2019
2765,nikola mirotic,12500000,2020
2372,willie cauley-stein,4696875,2019
376,kyrylo fesenko,915243,2015
2216,jeff teague,19000000,2019
2064,branden dawson,874636,2018
2981,ben mclemore,2028594,2020
1772,jayson tatum,5645400,2018
1558,lamar patterson,246956,2017
1243,patty mills,3578948,2017
1846,tibor pleiss,3000000,2018
1506,nicolas laprovittola,543471,2017
1156,d.j. augustin,7250000,2017
383,wayne ellington,915243,2015
297,bruno caboclo,1458360,2015
1505,matt costello,543471,2017
1227,leandro barbosa,4000000,2017
329,arnett moultrie,1136160,2015
2905,stanley johnson,3623000,2020
782,adreian payne,1938840,2016
2955,brandon clarke,2478840,2020
8,deron williams,19754465,2015
2909,allonzo trier,3551000,2020
1858,dario saric,2526840,2018
1808,jordan hill,4000000,2018
2953,manu ginobili,2500000,2020
906,charlie villanueva,947276,2016
1580,jarrod uthoff,47953,2017
1110,derrick favors,11050000,2017
2002,cheick diallo,1312611,2018
914,josh smith,947276,2016
2690,kristaps porzingis,27285000,2020
128,paul pierce,5305000,2015
2622,gary clark,596873,2019
1819,paul pierce,3527920,2018
2133,keith hornsby,543471,2018
688,raymond felton,3950313,2016
825,reggie bullock,1252440,2016
649,victor oladipo,5192520,2016
2217,george hill,19000000,2019
2826,langston galloway,7333333,2020
360,drew gooden,915243,2015
86,wesley matthews,7245640,2015
2329,d'angelo russell,7019698,2019
151,caron butler,4500000,2015
1507,brandon paul,543471,2017
2698,hassan whiteside,27093017,2020
1909,malachi richardson,1569360,2018
1901,deandre' bembry,1634640,2018
1539,sheldon mac,543471,2017
2651,mitchell creek,47371,2019
204,chris copeland,3135000,2015
3144,naz reid,898310,2020
3028,michael carter-williams,1620564,2020
834,toney douglas,1164858,2016
2302,kosta koufos,8739500,2019
2167,amile jefferson,4608,2018
1791,mike dunleavy,4837500,2018
1877,guerschon yabusele,2247480,2018
3170,chris silva,466918,2020
1470,aaron harrison,874636,2017
3081,thanasis antetokounmpo,1445697,2020
2917,taurean prince,3481986,2020
909,kendrick perkins,947276,2016
858,jordan hamilton,1015421,2016
528,kyrie irving,16407501,2016
1879,mo williams,2194500,2018
435,jerome jordan,816482,2015
1960,jordan adams,1465080,2018
1245,willie cauley-stein,3551160,2017
2409,luke kennard,3275280,2019
1029,bradley beal,22116750,2017
2907,thon maker,3569643,2020
800,tony snell,1535880,2016
2617,hamidou diallo,838464,2019
1030,hassan whiteside,22116750,2017
373,leandro barbosa,915243,2015
2989,jordan poole,1964760,2020
2232,andre iguodala,16000000,2019
2286,robert covington,10464092,2019
2395,mikal bridges,3552960,2019
2657,jonathan gibson,17092,2019
1947,nikola jokic,1471382,2018
550,demarre carroll,13600000,2016
1737,kyle korver,7560000,2018
2245,robin lopez,14357750,2019
738,bismack biyombo,2814000,2016
487,tyler johnson,199950,2015
1718,avery bradley,8808989,2018
2760,larry nance jr.,12727273,2020
1925,tyus jones,1471382,2018
2614,jevon carter,838464,2019
581,demar derozan,10050000,2016
2600,devonte' graham,988464,2019
1639,demarcus cousins,18063850,2018
495,chris johnson,107676,2015
1361,jordan mickey,1223653,2017
1927,kj mcdaniels,1471382,2018
84,arron afflalo,7500000,2015
1668,mason plumlee,14041096,2018
2838,jaylen brown,6534829,2020
1336,caron butler,1551659,2017
850,cole aldrich,1100602,2016
2671,jimmy butler,32742000,2020
1244,marcus smart,3578880,2017
2190,andre drummond,25434263,2019
1529,scott wood,543471,2017
1591,paul millsap,31269231,2018
2096,alex hamilton,815615,2018
3024,glenn robinson iii,1620564,2020
230,jameer nelson,2732000,2015
751,james johnson,2500000,2016
2609,keita bates-diop,838464,2019
1402,jerami grant,980431,2017
2027,henry sims,980431,2018
1752,boban marjanovic,7000000,2018
1329,gary harris,1655880,2017
1372,isaiah whitehead,1074145,2017
706,quincy pondexter,3382023,2016
1323,wade baldwin iv,1793760,2017
2880,collin sexton,4764960,2020
928,jerami grant,845059,2016
2928,khem birch,3000000,2020
1479,spencer dinwiddie,726672,2017
3069,wade baldwin iv,1544951,2020
2850,jonathan isaac,5806440,2020
527,russell westbrook,16744218,2016
3030,wilson chandler,1620564,2020
217,markieff morris,2989239,2015
1760,isaiah thomas,6261395,2018
3172,troy daniels,384541,2020
1837,kelly oubre jr.,3208630,2018
2700,lamarcus aldridge,26000000,2020
2241,jr smith,14720000,2019
1964,derrick white,1404600,2018
3005,jahlil okafor,1702486,2020
1220,kristaps porzingis,4317720,2017
1534,rodney mcgruder,543471,2017
1382,isaiah canaan,1015696,2017
1334,caris levert,1562280,2017
3031,kyle korver,1620564,2020
1393,jarnell stokes,980431,2017
1880,kyle anderson,2151704,2018
1560,matt barnes,242224,2017
2281,maurice harkless,10837079,2019
3064,antonio blakeney,1588231,2020
2789,zion williamson,9757440,2020
583,tiago splitter,9756250,2016
969,robert upshaw,525093,2016
2279,jusuf nurkic,11111111,2019
3033,shaquille harrison,1620564,2020
1970,wes iwundu,1378242,2018
2070,gerald green,872854,2018
875,matt bonner,947276,2016
1616,brook lopez,22642650,2018
2975,austin rivers,2147317,2020
910,james jones,947276,2016
1866,kendrick perkins,2445085,2018
817,alonzo gee,1320000,2016
2717,goran dragic,19217900,2020
2480,nerlens noel,1757429,2019
2413,miles bridges,3206640,2019
422,peyton siva,816482,2015
496,elliot williams,107676,2015
679,kristaps porzingis,4131720,2016
2951,josh okogie,2530680,2020
1455,nick johnson,874636,2017
354,jannero pargo,915243,2015
1319,terry rozier,1906440,2017
2892,cameron johnson,4033440,2020
1145,anthony tolliver,8000000,2017
1263,shabazz muhammad,3046299,2017
2852,jonathon simmons,5700000,2020
406,robbie hummel,880000,2015
291,sergey karasev,1533840,2015
1929,nick collison,1471382,2018
187,mike scott,3333333,2015
1969,khem birch,1378242,2018
2610,chimezie metu,838464,2019
1887,kevin seraphin,1974159,2018
2223,tristan thompson,17469565,2019
453,nick johnson,507336,2015
445,johnny o'bryant iii,600000,2015
2191,hassan whiteside,25434262,2019
1538,davis bertans,543471,2017
653,d'angelo russell,5103120,2016
2692,karl-anthony towns,27285000,2020
2104,tyler cavanaugh,679919,2018
1180,alex abrines,5994764,2017
473,drew gordon,468540,2015
2896,reggie bullock,4000000,2020
1211,jahlil okafor,4788840,2017
1719,markieff morris,8600000,2018
289,shane larkin,1606080,2015
1347,javale mcgee,1403611,2017
3088,kendrick nunn,1416852,2020
999,marcus thornton,200600,2016
2805,e'twaun moore,8664928,2020
1692,dion waiters,11550000,2018
2670,tobias harris,32742000,2020
2619,patrick mccaw,777665,2019
1761,karl-anthony towns,6216840,2018
2264,courtney lee,12253780,2019
412,nick calathes,816482,2015
1672,cody zeller,13528090,2018
1886,terry rozier,1988520,2018
2159,justin harper,57672,2018
2244,brandon knight,14631250,2019
3083,derrick walton jr.,1445697,2020
2034,lou amundson,980431,2018
1686,courtney lee,12253780,2018
2492,josh hart,1655160,2019
993,jason thompson,245177,2016
964,melvin ejim,525093,2016
2493,robert williams iii,1654440,2019
2389,buddy hield,3844760,2019
1652,pau gasol,16000000,2018
2557,vince carter,1512601,2019
2256,mason plumlee,12917808,2019
2534,georges niang,1512601,2019
24,tyson chandler,14846888,2015
1848,jakob poeltl,2947320,2018
3155,justin james,898310,2020
2199,nicolas batum,24000000,2019
2139,cat barber,543471,2018
984,terran petteway,525093,2016
7,chris paul,20068563,2015
561,serge ibaka,12250000,2016
292,gary harris,1519200,2015
1679,austin rivers,12650000,2018
1568,hollis thompson,115344,2017
1384,robert covington,1015696,2017
2495,pat connaughton,1641000,2019
2177,james harden,30421854,2019
2401,malik monk,3447480,2019
1042,blake griffin,20140839,2017
630,marco belinelli,6060606,2016
763,beno udrih,2170465,2016
1812,j.j. barea,3903900,2018
2426,thon maker,2799720,2019
2545,kevon looney,1512601,2019
1578,jarell eddie,57672,2017
2739,ian mahinmi,15450051,2020
2447,emeka okafor,2445085,2019
803,wayne ellington,1500000,2016
2706,harrison barnes,24147727,2020
2747,cody zeller,14471910,2020
1798,justin holiday,4384616,2018
1727,kevin garnett,8000000,2018
463,jakarr sampson,507336,2015
1284,justise winslow,2593440,2017
2240,tobias harris,14800000,2019
3103,jarred vanderbilt,1416852,2020
2780,andre roberson,10740740,2020
898,jamaal franklin,947276,2016
1062,gordon hayward,16073140,2017
1472,salah mejri,874636,2017
815,rodney hood,1348440,2016
1622,lamarcus aldridge,21461010,2018
1520,treveon graham,543471,2017
892,anthony bennett,947276,2016
2443,bobby portis,2494346,2019
1818,will barton,3533333,2018
517,derrick rose,20093064,2016
2168,stephen curry,37457154,2019
493,jamychal green,134295,2015
810,mason plumlee,1415520,2016
2712,malcolm brogdon,20000000,2020
388,draymond green,915243,2015
648,zaza pachulia,5200000,2016
1070,khris middleton,15200000,2017
2366,dirk nowitzki,5000000,2019
2069,cliff alexander,874636,2018
604,george hill,8000000,2016
2702,giannis antetokounmpo,25842697,2020
2883,dennis smith jr.,4463640,2020
177,marreese speights,3657500,2015
1491,yanick moreira,543471,2017
2161,nigel hayes,55296,2018
1484,joel bolomboy,600000,2017
1881,darius miller,2100000,2018
1943,andrew bogut,1471382,2018
258,danny granger,2077000,2015
802,delon wright,1509360,2016
945,james ennis iii,845059,2016
1121,terrence ross,10000000,2017
147,ricky rubio,4660479,2015
2473,aaron holiday,1911960,2019
879,dewayne dedmon,947276,2016
2596,joakim noah,1093858,2019
1049,kyrie irving,17638063,2017
3036,jakarr sampson,1620564,2020
233,iman shumpert,2616975,2015
443,malcolm thomas,635827,2015
2947,matisse thybulle,2582160,2020
2441,manu ginobili,2500000,2019
144,darren collison,4797664,2015
3168,reggie jackson,512721,2020
1219,greivis vasquez,4347826,2017
2881,rui hachimura,4469160,2020
1599,carmelo anthony,26243760,2018
988,anderson varejao,289755,2016
2468,corey brewer,2000000,2019
1448,malcolm brogdon,925000,2017
2192,nikola jokic,24605181,2019
2656,jordan mcrae,17092,2019
3123,jabari bird,1349464,2020
2136,j.j. avila,543471,2018
382,shannon brown,915243,2015
1849,jusuf nurkic,2947305,2018
2772,joe ingles,11954546,2020
2814,wayne ellington,8000000,2020
1454,casper ware,874636,2017
90,jose calderon,7097191,2015
2340,milos teodosic,6300000,2019
40,kevin garnett,12000000,2015
156,luc mbah a moute,4382576,2015
781,giannis antetokounmpo,1953960,2016
1196,cody zeller,5318313,2017
1114,monta ellis,10763500,2017
427,ognjen kuzmic,816482,2015
2459,harry giles iii,2207040,2019
1551,jonathan gibson,469943,2017
2693,d'angelo russell,27285000,2020
1958,jeremy evans,1471382,2018
2802,taj gibson,9000000,2020
2189,anthony davis,25434263,2019
2650,isaac humphries,47371,2019
1072,jeff green,15000000,2017
2592,tyson chandler,1333140,2019
657,jr smith,5000000,2016
2906,jake layman,3581986,2020
2149,shaquille harrison,175000,2018
103,derrick williams,6331404,2015
2957,emeka okafor,2445085,2020
563,amir johnson,12000000,2016
2449,tyus jones,2444053,2019
2051,anderson varejao,980431,2018
2290,darren collison,10000000,2019
139,victor oladipo,4978200,2015
1618,deandre jordan,22642350,2018
977,salah mejri,525093,2016
714,randy foye,3135000,2016
105,kyle korver,6253521,2015
2411,troy daniels,3258539,2019
883,allen crabbe,947276,2016
220,will bynum,2915908,2015
2558,svi mykhailiuk,1487694,2019
486,langston galloway,235762,2015
2194,giannis antetokounmpo,24157303,2019
428,dwight buycks,816482,2015
650,tony allen,5158539,2016
22,eric gordon,14898938,2015
1489,patrick mccaw,543471,2017
2694,otto porter jr.,27250575,2020
2038,rasual butler,980431,2018
1720,jerryd bayless,8575916,2018
2999,bruno caboclo,1845301,2020
3124,ben moore,1349383,2020
3113,dakari johnson,1378242,2020
2716,kent bazemore,19269662,2020
2415,tomas satoransky,3129187,2019
26,john wall,14746000,2015
1434,beno udrih,980431,2017
3140,terence davis,898310,2020
855,e'twaun moore,1015421,2016
677,cody zeller,4204200,2016
2127,scott wood,543471,2018
760,trey lyles,2239800,2016
983,jonathan holmes,525093,2016
2348,brandon ingram,5757120,2019
257,c.j. watson,2077000,2015
2608,alize johnson,838464,2019
3043,j.j. barea,1620564,2020
627,jodie meeks,6270000,2016
2437,zhaire smith,2526840,2019
265,jimmy butler,2008748,2015
2631,malcolm miller,457418,2019
1835,cameron payne,3263294,2018
1563,jordan crawford,173099,2017
2236,gorgui dieng,15170787,2019
917,raul neto,900000,2016
1758,ed davis,6352531,2018
2269,kemba walker,12000000,2019
1856,delon wright,2536898,2018
1008,alan williams,83397,2016
2785,josh richardson,10116576,2020
3053,damyean dotson,1618520,2020
1017,james harden,26540100,2017
900,ish smith,947276,2016
514,chris bosh,22192730,2016
1095,serge ibaka,12250000,2017
1130,maurice harkless,8988765,2017
2221,kent bazemore,18089887,2019
2325,marvin bagley iii,7305600,2019
2988,kyle kuzma,1974600,2020
1755,carl landry,6500000,2018
644,brandan wright,5464000,2016
989,jj hickson,273038,2016
3122,carmelo anthony,1364204,2020
2761,kelly olynyk,12667885,2020
2456,larry nance jr.,2272391,2019
247,kenneth faried,2249768,2015
2035,marcus thornton,980431,2018
1200,darren collison,5229454,2017
753,shelvin mack,2433333,2016
1920,joffrey lauvergne,1524305,2018
2324,jae crowder,7305825,2019
1769,wesley johnson,5882260,2018
111,chuck hayes,5958750,2015
2986,landry shamet,1995120,2020
2487,tony bradley,1679520,2019
2782,jeremy lamb,10500000,2020
337,kyle singler,1090000,2015
332,festus ezeli,1112880,2015
255,ramon sessions,2077000,2015
188,tyler hansbrough,3326235,2015
2130,trey freeman,543471,2018
933,joe harris,845059,2016
1725,kosta koufos,8393000,2018
1906,archie goodwin,1577230,2018
556,nicolas batum,13125306,2016
351,joey dorsey,948163,2015
2328,lance thomas,7119650,2019
2734,jonas valanciunas,16000000,2020
2611,ryan broekhoff,838464,2019
2381,mike scott,4320500,2019
549,andrew bogut,13800000,2016
2143,c.j. williams,375000,2018
2135,thomas walkup,543471,2018
793,tyler ennis,1662360,2016
1279,frank kaminsky,2730000,2017
161,dion waiters,4062000,2015
2538,luol deng,1512601,2019
769,gary neal,2139000,2016
611,jose calderon,7402812,2016
540,klay thompson,15501000,2016
2265,solomon hill,12252928,2019
213,jerryd bayless,3000000,2015
667,kyle singler,4500000,2016
2341,marco belinelli,6153846,2019
1172,lance thomas,6191000,2017
140,jabari parker,4930560,2015
548,reggie jackson,13913044,2016
985,lamar patterson,525093,2016
2720,tristan thompson,18539130,2020
663,otto porter jr.,4662960,2016
2539,treveon graham,1512601,2019
615,rodney stuckey,7000000,2016
1004,sean kilpatrick,134215,2016
2548,zaza pachulia,1512601,2019
678,aaron gordon,4171680,2016
749,elfrid payton,2505720,2016
1574,david nwaba,73528,2017
273,maurice harkless,1887840,2015
1089,miles plumlee,12500000,2017
3089,melvin frazier jr.,1416852,2020
912,ian clark,947276,2016
938,david stockton,845059,2016
149,timofey mozgov,4650000,2015
2730,bojan bogdanovic,17000000,2020
1653,tobias harris,16000000,2018
397,shawn marion,915243,2015
2615,jarred vanderbilt,838464,2019
2113,isaiah cousins,543471,2018
596,dirk nowitzki,8333334,2016
2414,marquese chriss,3206160,2019
2209,ryan anderson,20421546,2019
3163,rayjon tucker,578573,2020
2912,michael beasley,3500000,2020
1872,devin booker,2319360,2018
439,dante cunningham,716043,2015
903,mike miller,947276,2016
2067,jordan mcrae,874636,2018
2796,fred vanvleet,9346153,2020
1611,cj mccollum,23962573,2018
1005,jeff ayres,111444,2016
2846,montrezl harrell,6000000,2020
2198,chandler parsons,24107258,2019
2204,serge ibaka,21666667,2019
2848,marco belinelli,5846154,2020
1168,tim duncan,6393750,2017
1734,p.j. tucker,7590035,2018
1141,kevin garnett,8000000,2017
1122,danny green,10000000,2017
1751,rodney stuckey,7000000,2018
559,robin lopez,12650000,2016
2123,julian jacobs,543471,2018
915,mike muscala,947276,2016
614,marvin williams,7000000,2016
1545,j.j. avila,543471,2017
2602,ron baker,948580,2019
1253,mike scott,3333334,2017
2923,sekou doumbouya,3285120,2020
1782,josh jackson,5090040,2018
878,ronnie price,947276,2016
1022,dirk nowitzki,25000000,2017
1806,julius randle,4149242,2018
3166,brandon goodwin,522738,2020
2842,de'aaron fox,6392760,2020
1349,deyonta davis,1369299,2017
1222,vince carter,4264057,2017
693,dante exum,3777720,2016
1614,harrison barnes,23112004,2018
669,cj miles,4394225,2016
1078,manu ginobili,14000000,2017
2505,malachi richardson,1569360,2019
2060,casper ware,874636,2018
2506,jahlil okafor,1567707,2019
1079,eric bledsoe,14000000,2017
1383,deandre liggins,1015696,2017
501,jack cooley,59686,2015
565,kemba walker,12000000,2016
2018,livio jean-charles,1188840,2018
1433,cameron bairstow,980431,2017
33,derrick favors,12950000,2015
215,anthony tolliver,3000000,2015
2816,maxi kleber,8000000,2020
2776,meyers leonard,11286516,2020
792,zoran dragic,1706225,2016
2332,davis bertans,7000000,2019
1271,dewayne dedmon,2898000,2017
1069,draymond green,15330435,2017
2983,torrey craig,2000000,2020
2949,wesley matthews,2564753,2020
1047,luol deng,18000000,2017
1337,mitch mcgary,1526040,2017
1952,javale mcgee,1471382,2018
434,ian clark,816482,2015
1870,shabazz napier,2361360,2018
963,branden dawson,525093,2016
1871,clint capela,2334528,2018
2354,jason smith,5450000,2019
2086,peter jok,815615,2018
1601,otto porter jr.,26011913,2018
2697,anthony davis,27093018,2020
2202,deandre jordan,22897200,2019
2652,bj johnson,42634,2019
1412,marcus thornton,980431,2017
1338,justin anderson,1514160,2017
2267,avery bradley,12000000,2019
737,manu ginobili,2814000,2016
2737,eric bledsoe,15625000,2020
2305,julius randle,8641000,2019
1366,chris mccullough,1191480,2017
2006,davis bertans,1312611,2018
2461,juancho hernangomez,2166360,2019
2576,semi ojeleye,1378242,2019
1224,j.j. barea,4096950,2017
1712,bogdan bogdanovic,9412280,2018
2721,draymond green,18539130,2020
2462,josh okogie,2160720,2019
2623,bruno caboclo,522151,2019
1746,d.j. augustin,7250000,2018
685,derrick williams,4000000,2016
2284,terrence ross,10500000,2019
3059,dwight buycks,1600520,2020
2834,davis bertans,7000000,2020
1673,michael kidd-gilchrist,13000000,2018
3173,dion waiters,375385,2020
192,marcus smart,3283320,2015
386,rodney stuckey,915243,2015
1861,manu ginobili,2500000,2018
1428,phil pressey,980431,2017
2836,jaren jackson jr.,6927480,2020
2971,brandon jennings,2222803,2020
2370,mo bamba,4865040,2019
304,mitch mcgary,1400040,2015
1665,joe ingles,14136364,2018
996,ty lawson,211744,2016
320,aaron gray,1227985,2015
2856,aron baynes,5453280,2020
2382,luc mbah a moute,4320500,2019
2936,goga bitadze,2816760,2020
979,cristiano felicio,525093,2016
925,nick johnson,845059,2016
275,adreian payne,1855320,2015
1780,patrick patterson,5192000,2018
2376,lance stephenson,4449000,2019
1437,anderson varejao,980431,2017
271,shabazz muhammad,1971960,2015
3141,jalen mcdaniels,898310,2020
77,brandon jennings,8000000,2015
3104,jemerrio jones,1416852,2020
2485,jonah bolden,1690000,2019
864,edy tavares,1000000,2016
1826,troy daniels,3408520,2018
1823,justise winslow,3448926,2018
673,mario chalmers,4300000,2016
1741,trevor ariza,7420912,2018
656,c.j. watson,5000000,2016
576,brendan haywood,10522500,2016
1707,jared dudley,10000000,2018
995,nazr mohammed,222888,2016
3058,wes iwundu,1618420,2020
1683,jordan clarkson,12500000,2018
245,michael carter-williams,2300040,2015
2406,trey lyles,3364249,2019
363,darius miller,915243,2015
625,michael kidd-gilchrist,6331404,2016
692,alex len,3807120,2016
2219,allen crabbe,18500000,2019
726,luis scola,2900000,2016
908,austin daye,947276,2016
2945,marko guduric,2625000,2020
852,richaun holmes,1074169,2016
1408,arinze onuaku,980431,2017
1531,cheick diallo,543471,2017
71,ryan anderson,8491500,2015
764,steve blake,2170465,2016
2871,mike scott,4767000,2020
1904,dwight buycks,1600520,2018
1251,anthony morrow,3488000,2017
1010,orlando johnson,55722,2016
2890,alex len,4160000,2020
11,derrick rose,18862876,2015
480,reggie williams,344036,2015
277,anthony randolph,1825359,2015
716,austin rivers,3110796,2016
1138,darrell arthur,8070175,2017
1084,robin lopez,13219250,2017
2057,reggie williams,895197,2018
2679,paul george,30560700,2020
418,hollis thompson,816482,2015
194,evan turner,3278000,2015
807,mitch mcgary,1463040,2016
347,e'twaun moore,948163,2015
2513,skal labissiere,1544951,2019
1453,jonathon simmons,874636,2017
3112,bruno fernando,1400000,2020
851,glenn robinson iii,1100000,2016
1736,andrew wiggins,7574323,2018
2342,wesley johnson,6134520,2019
3068,chinanu onuaku,1544951,2020
1416,orlando johnson,980431,2017
1900,julyan stone,1656092,2018
601,arron afflalo,8000000,2016
1143,george hill,8000000,2017
2684,al horford,28000000,2020
387,francisco garcia,915243,2015
2371,anthony tolliver,4750000,2019
2285,bojan bogdanovic,10500000,2019
2246,marvin williams,14087500,2019
126,nikola mirotic,5305000,2015
1556,isaiah taylor,255000,2017
524,blake griffin,18907726,2016
2421,yogi ferrell,3000000,2019
3087,gary trent jr.,1416852,2020
184,matt barnes,3396250,2015
1571,wayne selden,83119,2017
1559,andrew bogut,242224,2017
1766,alan williams,6000000,2018
2362,jaylen brown,5169960,2019
2699,jrue holiday,26231111,2020
2011,wayne selden,1312611,2018
244,meyers leonard,2317920,2015
1403,greg stiemsma,980431,2017
2499,omari spellman,1620480,2019
624,patrick beverley,6486486,2016
174,raymond felton,3793693,2015
1223,devin harris,4227996,2017
2696,andre drummond,27093019,2020
1759,lonzo ball,6286560,2018
2005,chasson randle,1312611,2018
420,james southerland,816482,2015
758,steven adams,2279040,2016
1394,ty lawson,980431,2017
2142,toney douglas,379159,2018
1623,victor oladipo,21000000,2018
2238,trevor ariza,15000000,2019
54,tim duncan,10361446,2015
210,kosta koufos,3000000,2015
1631,george hill,19000000,2018
1859,taurean prince,2526840,2018
490,earl barron,183049,2015
1508,chinanu onuaku,543471,2017
114,p.j. tucker,5700000,2015
2062,duje dukan,874636,2018
279,joffrey lauvergne,1790281,2015
2058,dj stephens,874636,2018
1801,emmanuel mudiay,4294480,2018
2425,justin jackson,2807880,2019
2234,dennis schroder,15500000,2019
416,nate wolters,816482,2015
1257,emmanuel mudiay,3241800,2017
1940,damien wilkins,1471382,2018
2771,cory joseph,12000000,2020
2889,mikal bridges,4161000,2020
1457,duje dukan,874636,2017
1869,justin jackson,2365560,2018
1992,skal labissiere,1312611,2018
3004,pat connaughton,1723050,2020
1994,bryn forbes,1312611,2018
1543,alex caruso,543471,2017
2333,ersan ilyasova,7000000,2019
479,ronald roberts jr.,373041,2015
1518,c.j. williams,543471,2017
2540,isaiah canaan,1512601,2019
159,cj miles,4205000,2015
34,rajon rondo,12909090,2015
1705,jon leuer,10002681,2018
2979,dylan windler,2035800,2020
1023,carmelo anthony,24559380,2017
2431,justin patton,2667600,2019
1415,rasual butler,980431,2017
3105,khyri thomas,1416852,2020
529,greg monroe,16407500,2016
133,tristan thompson,5138430,2015
358,lavoy allen,915243,2015
1339,deandre' bembry,1499760,2017
1341,bobby portis,1453680,2017
