X,player_name,salary,season
1276,james ennis iii,2898000,2017
269,elton brand,2000000,2015
3175,norvel pelle,350189,2020
1363,pascal siakam,1196040,2017
1026,dwyane wade,23200000,2017
506,ricky ledo,48028,2015
2840,ivica zubac,6481482,2020
1841,zach collins,3057240,2018
1896,furkan korkmaz,1740000,2018
385,hedo turkoglu,915243,2015
2283,meyers leonard,10595506,2019
2993,robert williams iii,1937520,2020
2398,rodney hood,3472887,2019
2775,robert covington,11301219,2020
3034,jared dudley,1620564,2020
542,chandler parsons,15361500,2016
1643,tristan thompson,17469565,2018
1205,roy hibbert,5000000,2017
2546,jonas jerebko,1512601,2019
3014,georges niang,1645357,2020
1971,damyean dotson,1378242,2018
229,udonis haslem,2732000,2015
2439,taurean prince,2526840,2019
1485,jake layman,600000,2017
1299,tim hardaway jr.,2281605,2017
715,julius randle,3132240,2016
2567,jawun evans,1378242,2019
789,rashad vaughn,1733040,2016
709,mike scott,3333333,2016
2578,zhou qi,1378242,2019
2812,kentavious caldwell-pope,8089282,2020
2154,aaron harrison,91442,2018
323,reggie bullock,1200720,2015
2301,cristiano felicio,8740980,2019
282,jusuf nurkic,1762680,2015
704,bojan bogdanovic,3425510,2016
3167,demarre carroll,512721,2020
1152,festus ezeli,7400000,2017
2876,ed davis,4767000,2020
2767,tyreke evans,12400000,2020
712,kj mcdaniels,3189794,2016
1124,iman shumpert,9662922,2017
365,sebastian telfair,915243,2015
745,tyler zeller,2616975,2016
2319,kyle korver,7560000,2019
1288,malcolm delaney,2500000,2017
2822,joe harris,7666667,2020
3183,luguentz dort,155647,2020
2419,jerome robinson,3046200,2019
1912,isaiah taylor,1544951,2018
2024,andrew goudelock,1015696,2018
1536,jameel warney,543471,2017
1044,ryan anderson,18735364,2017
461,joe ingles,507336,2015
346,josh harrellson,948163,2015
1792,kyle singler,4666500,2018
154,otto porter jr.,4470480,2015
1135,dwight powell,8375000,2017
2607,kenrich williams,838464,2019
2564,khem birch,1378242,2019
1201,langston galloway,5200000,2017
564,kyle lowry,12000000,2016
2711,tim hardaway jr.,20025127,2020
3090,kenrich williams,1416852,2020
1546,julyan stone,543471,2017
44,nicolas batum,11765500,2015
1359,luke babbitt,1227286,2017
12,blake griffin,17674613,2015
2254,michael kidd-gilchrist,13000000,2019
1147,trevor ariza,7806971,2017
2042,dorell wright,980431,2018
1936,axel toupane,1471382,2018
2748,eric gordon,14057730,2020
1954,raul neto,1471382,2018
1344,rodney hood,1406520,2017
1968,jaylen morris,1378242,2018
1321,rashad vaughn,1811040,2017
2453,lonnie walker iv,2357160,2019
1054,enes freedom,17145838,2017
853,jon leuer,1035000,2016
197,kemba walker,3272091,2015
14,lamarcus aldridge,16006000,2015
2255,khris middleton,13000000,2019
296,tony snell,1472400,2015
936,marcus landry,845059,2016
1832,tarik black,3290000,2018
586,mike conley,9588426,2016
94,marvin williams,7000000,2015
1136,avery bradley,8269663,2017
772,mo williams,2100000,2016
399,robert sacre,915243,2015
2726,derrick favors,17650000,2020
1411,joe harris,980431,2017
1142,yi jianlian,8000000,2017
2484,caris levert,1702800,2019
3094,chimezie metu,1416852,2020
2841,darius garland,6400920,2020
356,ryan hollins,915243,2015
1729,garrett temple,8000000,2018
589,omer asik,9213483,2016
1238,nemanja bjelica,3800000,2017
1833,anthony tolliver,3290000,2018
600,al-farouq aminu,8042895,2016
680,vince carter,4088019,2016
1649,bismack biyombo,17000000,2018
208,ben mclemore,3026280,2015
1037,brook lopez,21165675,2017
2727,andre iguodala,17185185,2020
1893,eric moreland,1826300,2018
408,ish smith,861405,2015
349,jeremy tyler,948163,2015
640,shaun livingston,5543725,2016
95,brandon bass,6900000,2015
312,solomon hill,1302840,2015
2942,john collins,2686560,2020
1395,nate wolters,980431,2017
2964,chandler hutchison,2332320,2020
2954,rondae hollis-jefferson,2500000,2020
1845,tomas satoransky,3000000,2018
1283,elfrid payton,2613600,2017
436,mike muscala,816482,2015
1540,derrick jones jr.,543471,2017
814,solomon hill,1358880,2016
2084,troy caupain,815615,2018
1843,mindaugas kuzminskas,3025035,2018
2048,cameron bairstow,980431,2018
2352,alex abrines,5455236,2019
1753,lou williams,7000000,2018
1450,reggie williams,895197,2017
3080,brad wanamaker,1445697,2020
2870,richaun holmes,4767000,2020
3132,terance mann,1000000,2020
1615,chandler parsons,23112004,2018
1390,mike muscala,1015696,2017
1963,tony bradley,1414920,2018
857,joey dorsey,1015421,2016
2588,daniel hamilton,1349383,2019
331,marquis teague,1120920,2015
1129,gerald henderson,9000000,2017
1642,kentavious caldwell-pope,17745894,2018
1387,jeff withey,1015696,2017
1979,alex poythress,1378242,2018
1706,darren collison,10000000,2018
1980,sasha kaun,1333240,2018
1715,andre roberson,9259260,2018
3046,tim frazier,1620564,2020
142,tony allen,4831461,2015
61,paul millsap,9500000,2015
1191,tony allen,5505618,2017
778,festus ezeli,2008748,2016
1212,jaylen brown,4743000,2017
1105,jrue holiday,11286518,2017
2025,isaiah canaan,997547,2018
947,elijah millsap,845059,2016
632,andrew wiggins,5758680,2016
444,gal mekel,633974,2015
744,noah vonleh,2637720,2016
2294,dante exum,9600000,2019
2810,cristiano felicio,8156500,2020
1294,gorgui dieng,2348783,2017
1847,bam adebayo,2955840,2018
384,glen davis,915243,2015
1468,luis montero,874636,2017
966,shannon scott,525093,2016
626,jarrett jack,6300000,2016
1131,taj gibson,8950000,2017
881,sasha vujacic,947276,2016
2491,marshon brooks,1656092,2019
1817,drew gooden,3547000,2018
260,steve blake,2077000,2015
1240,bojan bogdanovic,3730653,2017
868,john jenkins,981348,2016
2432,guerschon yabusele,2667600,2019
2404,brook lopez,3382000,2019
732,kirk hinrich,2854940,2016
2752,jordan clarkson,13437500,2020
2837,nemanja bjelica,6825000,2020
1430,jamychal green,980431,2017
170,kevin seraphin,3898692,2015
303,gorgui dieng,1413480,2015
3032,udonis haslem,1620564,2020
1234,kyle o'quinn,3918750,2017
153,ben gordon,4500000,2015
1820,mike miller,3500000,2018
2242,luke babbitt,14651700,2019
987,steve novak,295327,2016
1100,kyle lowry,12000000,2017
2390,dennis smith jr.,3819960,2019
665,joel embiid,4626960,2016
713,ben mclemore,3156600,2016
819,nikola jokic,1300000,2016
970,jamil wilson,525093,2016
2559,mitchell robinson,1485440,2019
253,vitor faverani,2090000,2015
698,terrence ross,3553917,2016
345,jon leuer,967500,2015
603,o.j. mayo,8000000,2016
932,spencer dinwiddie,845059,2016
2165,andre ingram,13824,2018
3158,juwan morgan,746054,2020
1689,wilson chandler,12016854,2018
724,john henson,2943221,2016
742,luke ridnour,2750000,2016
3015,treveon graham,1645357,2020
1676,kenneth faried,12921348,2018
224,kentavious caldwell-pope,2772480,2015
2598,nick young,1042584,2019
1923,tyler ennis,1524305,2018
1109,andre iguodala,11131368,2017
1989,tyler ulis,1312611,2018
1327,joffrey lauvergne,1709719,2017
635,bradley beal,5694674,2016
369,greg stiemsma,915243,2015
2724,myles turner,18000000,2020
962,scottie wilbekin,525093,2016
2452,wayne ellington,2383076,2019
395,rashard lewis,915243,2015
63,tiago splitter,9250000,2015
575,jrue holiday,10595507,2016
1634,enes freedom,18622514,2018
662,trevor booker,4775000,2016
1777,thabo sefolosha,5500000,2018
348,greg smith,948163,2015
871,thomas robinson,981348,2016
281,lucas nogueira,1762680,2015
407,allen crabbe,862000,2015
676,damian lillard,4236287,2016
2373,dragan bender,4661280,2019
1440,sean kilpatrick,980431,2017
2758,courtney lee,12759670,2020
1655,ian mahinmi,15944154,2018
2041,steve novak,980431,2018
1897,caris levert,1702800,2018
252,steven adams,2184960,2015
959,duje dukan,525093,2016
52,stephen curry,10629213,2015
560,rudy gay,12403101,2016
2277,john henson,11327466,2019
844,kevon looney,1131960,2016
2603,austin rivers,922943,2019
1763,josh mcroberts,6021175,2018
2806,marvin bagley iii,8556120,2020
89,pau gasol,7128000,2015
904,jeff withey,947276,2016
2276,alec burks,11536515,2019
1740,darrell arthur,7464912,2018
1789,alexis ajinca,4961798,2018
1261,steven adams,3140517,2017
1356,clint capela,1296240,2017
301,mike james,1448490,2015
2509,quinn cook,1544951,2019
1677,marcin gortat,12782609,2018
890,metta world peace,947276,2016
2862,wendell carter jr.,5201400,2020
3120,aaron jackson,1378242,2020
955,jarell eddie,561716,2016
541,gordon hayward,15409570,2016
1962,kyle kuzma,1423560,2018
907,samuel dalembert,947276,2016
1447,raul neto,937800,2017
3067,georgios papagiannis,1544951,2020
722,d.j. augustin,3000000,2016
2055,rade zagorac,950000,2018
780,dejuan blair,2000000,2016
164,danny green,4025000,2015
1066,kent bazemore,15730338,2017
2402,myles turner,3410284,2019
1215,cj miles,4583450,2017
2361,aron baynes,5193600,2019
1087,brandon knight,12606250,2017
2522,willy hernangomez,1544951,2019
1831,tyreke evans,3290000,2018
426,chris babb,816482,2015
2763,miles plumlee,12500000,2020
2668,kyle lowry,34996296,2020
2158,jordan crawford,58190,2018
1974,sterling brown,1378242,2018
1187,brandan wright,5709880,2017
1810,nemanja bjelica,3949999,2018
2427,seth curry,2795000,2019
180,brandon knight,3553917,2015
66,lance stephenson,9000000,2015
2827,derrick rose,7317073,2020
546,draymond green,14260870,2016
2517,andrew harrison,1544951,2019
1302,devin booker,2223600,2017
1392,brian roberts,980431,2017
150,bradley beal,4505280,2015
2384,kris dunn,4221000,2019
1264,justin hamilton,3000000,2017
2288,jon leuer,10002681,2019
1629,john wall,19169800,2018
1466,norman powell,874636,2017
1020,demar derozan,26540100,2017
1182,ben simmons,5903160,2017
1417,xavier henry,980431,2017
768,jeremy lin,2139000,2016
888,jason terry,947276,2016
32,andrew bogut,12972973,2015
2396,michael beasley,3500000,2019
316,hasheem thabeet,1250000,2015
2575,david stockton,1378242,2019
694,nick collison,3750000,2016
830,earl clark,1185784,2016
1422,brandon bass,980431,2017
736,omri casspi,2836186,2016
2180,al horford,28928709,2019
1620,rudy gobert,21924719,2018
805,david west,1499187,2016
1604,andre drummond,25434263,2018
243,tobias harris,2380594,2015
2674,kemba walker,32742000,2020
2530,david nwaba,1512601,2019
3093,devonte' graham,1416852,2020
2932,d.j. wilson,2961120,2020
2200,rudy gobert,23241573,2019
1000,andrew goudelock,200600,2016
2891,nicolo melli,4102564,2020
2132,jameel warney,543471,2018
1607,chris paul,24599495,2018
1365,josh huestis,1191480,2017
2397,jamal murray,3499800,2019
1082,rudy gay,13333333,2017
1377,chris johnson,1050961,2017
2934,donte divincenzo,2905800,2020
1272,mindaugas kuzminskas,2898000,2017
414,carrick felix,816482,2015
2317,karl-anthony towns,7839435,2019
2451,t.j. leaf,2407560,2019
1839,t.j. warren,3152931,2018
1325,tyler ennis,1733880,2017
2210,kyrie irving,20099189,2019
1473,john holland,874636,2017
1202,c.j. watson,5000000,2017
2215,john wall,19169800,2019
39,nikola pekovic,12100000,2015
2344,jonathon simmons,6000000,2019
1775,patrick beverley,5513514,2018
2863,daniel theis,5000000,2020
2483,landry shamet,1703649,2019
1891,harry giles iii,1859400,2018
1493,kyle wiltjer,543471,2017
1548,jonathan holmes,543471,2017
1774,brandon ingram,5519400,2018
1588,dahntay jones,5767,2017
1270,marquese chriss,2941440,2017
2095,zhou qi,815615,2018
173,patty mills,3842105,2015
99,jason richardson,6601125,2015
1028,chris paul,22868827,2017
2004,kalin lucas,1312611,2018
2621,brandon goodwin,630032,2019
2003,isaiah whitehead,1312611,2018
2463,raul neto,2150000,2019
1637,goran dragic,18109175,2018
808,caron butler,1449187,2016
146,corey brewer,4702500,2015
1973,dwayne bacon,1378242,2018
2514,dorian finney-smith,1544951,2019
973,greg whittington,525093,2016
1863,bobby portis,2494346,2018
430,troy daniels,816482,2015
1233,dante exum,3940320,2017
2586,ben moore,1349383,2019
2065,kevin murphy,874636,2018
570,nikola vucevic,11250000,2016
2547,jose calderon,1512601,2019
2885,kevin knox ii,4380120,2020
1467,t.j. mcconnell,874636,2017
3050,dillon brooks,1618520,2020
2718,jeff teague,19000000,2020
591,iman shumpert,8988765,2016
748,cj mccollum,2525160,2016
460,alex kirk,507336,2015
526,paul george,17120106,2016
1360,jeremy evans,1227286,2017
2740,james johnson,15349400,2020
2764,terrence ross,12500000,2020
76,jeff teague,8000000,2015
2616,khyri thomas,838464,2019
2630,chris boucher,457418,2019
833,jordan mickey,1170960,2016
2155,marquis teague,74186,2018
508,andre dawkins,29843,2015
1764,shelvin mack,6000000,2018
683,ian mahinmi,4000000,2016
922,jordan clarkson,845059,2016
551,eric bledsoe,13500000,2016
886,tayshaun prince,947276,2016
451,eric moreland,507336,2015
1544,thomas walkup,543471,2017
396,james jones,915243,2015
2299,bogdan bogdanovic,9000000,2019
2444,dante cunningham,2487000,2019
1996,ivica zubac,1312611,2018
1961,richard jefferson,1454756,2018
1065,goran dragic,15891725,2017
3006,rodions kurucs,1699236,2020
1213,alexis ajinca,4638203,2017
424,tony mitchell,816482,2015
1905,tyler lydon,1579440,2018
2263,tyreke evans,12400000,2019
1811,stanley johnson,3940402,2018
1307,joe ingles,2150000,2017
1595,russell westbrook,28530608,2018
2589,antonio blakeney,1349383,2019
2068,christian wood,874636,2018
2266,jj redick,12250000,2019
2978,sean kilpatrick,2054856,2020
58,luol deng,9714461,2015
2719,evan turner,18606556,2020
916,jason richardson,947276,2016
2292,dwight powell,9631250,2019
1987,semaj christon,1312611,2018
2334,al-farouq aminu,6957105,2019
1404,james michael mcadoo,980431,2017
2164,pierre jackson,31969,2018
3162,michael kidd-gilchrist,595122,2020
1779,ben mclemore,5200000,2018
2882,kevon looney,4464226,2020
2571,royce o'neale,1378242,2019
481,amar'e stoudemire,306876,2015
2605,gary trent jr.,838464,2019
918,jimmer fredette,874837,2016
2156,mike tobey,67135,2018
2929,quinn cook,3000000,2020
1218,aaron gordon,4351320,2017
762,danny granger,2170465,2016
2632,markieff morris,427288,2019
1123,omer asik,9904494,2017
1747,dewayne dedmon,7200000,2018
1351,shabazz napier,1350120,2017
2520,paul zipser,1544951,2019
837,chris copeland,1150000,2016
227,nik stauskas,2745840,2015
366,nazr mohammed,915243,2015
1547,quincy ford,543471,2017
582,danny green,10000000,2016
2197,harrison barnes,24107258,2019
466,james ennis iii,507336,2015
1056,evan fournier,17000000,2017
1088,john henson,12517606,2017
48,tyreke evans,11265416,2015
1476,josh richardson,874636,2017
2013,jake layman,1312611,2018
1034,chandler parsons,22116750,2017
642,p.j. tucker,5500000,2016
2093,naz mitrou-long,815615,2018
2214,tim hardaway jr.,19200127,2019
2773,zach randolph,11692308,2020
419,grant jerrett,816482,2015
3057,semi ojeleye,1618520,2020
2082,brandon paul,815615,2018
1924,elijah millsap,1524305,2018
454,khem birch,507336,2015
2144,derrick rose,290951,2018
863,robert covington,1000000,2016
1982,patrick mccaw,1312611,2018
3079,shake milton,1455697,2020
2766,patty mills,12428571,2020
1265,tibor pleiss,3000000,2017
1888,ante zizic,1952760,2018
28,james harden,14728844,2015
755,doug mcdermott,2380440,2016
637,courtney lee,5675000,2016
1890,rashad vaughn,1889040,2018
2933,cedi osman,2907143,2020
728,kentavious caldwell-pope,2891760,2016
1883,sean kilpatrick,2054856,2018
500,bryce cotton,92514,2015
2649,jemerrio jones,52108,2019
413,justin hamilton,816482,2015
2312,deandre ayton,8165160,2019
771,miles plumlee,2109294,2016
558,ricky rubio,12700000,2016
1032,anthony davis,22116750,2017
1038,kevin love,21165675,2017
796,lou amundson,1635476,2016
2353,patrick patterson,5451600,2019
1714,josh richardson,9367200,2018
1795,lauri markkanen,4536120,2018
2642,deonte burton,151587,2019
1976,jordan bell,1378242,2018
37,serge ibaka,12350000,2015
2625,salah mejri,512746,2019
1426,pablo prigioni,980431,2017
3143,nic claxton,898310,2020
1875,larry nance jr.,2272391,2018
717,emmanuel mudiay,3102240,2016
31,eric bledsoe,13000000,2015
1210,alex len,4823621,2017
124,martell webster,5381750,2015
64,jeff green,9200000,2015
775,joe ingles,2050000,2016
2869,rodney mcgruder,4807693,2020
2867,buddy hield,4861208,2020
205,klay thompson,3075880,2015
45,ty lawson,11595506,2015
393,ivan johnson,915243,2015
2987,mfiondu kabengele,1977000,2020
2222,evan turner,17868853,2019
2089,royce o'neale,815615,2018
3146,jalen lecque,898310,2020
2511,chinanu onuaku,1544951,2019
1081,ricky rubio,13550000,2017
2496,deandre' bembry,1634640,2019
3045,raul neto,1620564,2020
1535,ben bentil,543471,2017
2552,devin harris,1512601,2019
1154,jj redick,7377500,2017
2108,andrew andrews,543471,2018
1842,seth curry,3028410,2018
2349,kristaps porzingis,5697054,2019
172,bismack biyombo,3873398,2015
612,jj redick,7085000,2016
1064,ian mahinmi,15944154,2017
2817,lou williams,8000000,2020
2407,ekpe udoh,3360000,2019
459,cleanthony early,507336,2015
539,eric gordon,15514031,2016
2081,bryce alford,815615,2018
1405,cory jefferson,980431,2017
1694,omer asik,11286516,2018
992,andre miller,250750,2016
1526,nick zeisloft,543471,2017
280,reggie evans,1768653,2015
2777,omer asik,11286516,2020
1827,jamal murray,3355320,2018
3029,nerlens noel,1620564,2020
2046,devyn marble,980431,2018
42,david west,12000000,2015
462,travis wear,507336,2015
328,cartier martin,1145685,2015
2313,garrett temple,8000000,2019
2533,troy williams,1512601,2019
372,ronnie price,915243,2015
350,donald sloan,948163,2015
951,bryce cotton,700902,2016
1001,jorge gutierrez,189455,2016
344,al-farouq aminu,981084,2015
272,t.j. warren,1953120,2015
442,spencer dinwiddie,700000,2015
759,aaron brooks,2250000,2016
1562,larry sanders,207722,2017
502,jabari brown,59686,2015
1688,nikola pekovic,12100000,2018
3082,wenyen gabriel,1445697,2020
1511,derek cooke jr.,543471,2017
2536,derrick rose,1512601,2019
162,samuel dalembert,4051527,2015
1352,willy hernangomez,1350000,2017
651,jabari parker,5152440,2016
882,seth curry,947276,2016
2434,jerian grant,2639314,2019
2577,daniel theis,1378242,2019
19,russell westbrook,15719062,2015
1654,timofey mozgov,16000000,2018
404,joe harris,884879,2015
283,zoran dragic,1706225,2015
2521,wayne selden,1544951,2019
1926,omri casspi,1471382,2018
200,gary neal,3250000,2015
1894,sam dekker,1794600,2018
1098,kenneth faried,12078652,2017
1486,marcus paige,543471,2017
1703,iman shumpert,10337079,2018
946,tarik black,845059,2016
569,stephen curry,11370786,2016
1086,jr smith,12800000,2017
621,greivis vasquez,6600000,2016
2056,ivan rabb,950000,2018
1990,chinanu onuaku,1312611,2018
2078,frank jackson,815615,2018
530,wesley matthews,16407500,2016
2967,damian jones,2305057,2020
2103,jordan mathews,815615,2018
1155,cory joseph,7315000,2017
1214,marcus morris sr.,4625000,2017
1815,buddy hield,3675480,2018
897,jared cunningham,947276,2016
981,josh richardson,525093,2016
1221,dragan bender,4276320,2017
3027,kyle o'quinn,1620564,2020
2627,jeremy lin,487109,2019
2731,timofey mozgov,16720000,2020
2233,ian mahinmi,15944154,2019
1854,donovan mitchell,2621280,2018
2815,thomas bryant,8000000,2020
1985,carrick felix,1312611,2018
3070,isaiah whitehead,1544951,2020
157,kris humphries,4250000,2015
2913,t.j. mcconnell,3500000,2020
136,trevor booker,5000000,2015
65,jordan hill,9000000,2015
1320,james young,1825200,2017
2648,tyler zeller,59820,2019
2365,alan williams,5000000,2019
2303,fred vanvleet,8653847,2019
2420,elfrid payton,3000000,2019
3174,juan toscano-anderson,350189,2020
1275,zaza pachulia,2898000,2017
2176,mike conley,30521115,2019
440,malcolm lee,710659,2015
2226,reggie jackson,17043478,2019
2525,dejounte murray,1544951,2019
2865,kyle singler,4996000,2020
887,isaiah canaan,947276,2016
655,darren collison,5013559,2016
2085,jawun evans,815615,2018
2193,steven adams,24157303,2019
371,jimmer fredette,915243,2015
2901,miles bridges,3755400,2020
3010,willy hernangomez,1676735,2020
2811,ben simmons,8113930,2020
1951,maalik wayns,1471382,2018
1700,mirza teletovic,10500000,2018
533,enes freedom,16407500,2016
2755,justise winslow,13000000,2020
1955,willie reed,1471382,2018
2321,darrell arthur,7464912,2019
35,joakim noah,12700000,2015
1903,t.j. mcconnell,1600520,2018
2289,andre roberson,10000000,2019
1603,bradley beal,25434263,2018
1247,will barton,3533333,2017
994,ryan hollins,239605,2016
1882,juancho hernangomez,2076840,2018
471,will cherry,495399,2015
874,henry sims,947276,2016
3037,justin patton,1620564,2020
441,darius morris,702756,2015
499,jorge gutierrez,96056,2015
2429,sam dekker,2760095,2019
1425,shayne whittington,980431,2017
2926,yogi ferrell,3150000,2020
711,andre drummond,3272091,2016
2134,d'vauntes smith-rivera,543471,2018
1292,shelvin mack,2433334,2017
214,d.j. augustin,3000000,2015
2435,delon wright,2536898,2019
2914,boban marjanovic,3500000,2020
2825,doug mcdermott,7333333,2020
2391,kevin knox ii,3739920,2019
2741,bobby portis,15000000,2020
1840,marquese chriss,3073800,2018
740,sonny weems,2814000,2016
315,tim hardaway jr.,1250640,2015
3073,omri casspi,1512601,2020
2749,mason plumlee,14041096,2020
1667,marvin williams,14087500,2018
723,anthony tolliver,3000000,2016
2818,rj barrett,7839960,2020
965,maurice ndour,525093,2016
478,patrick christopher,379010,2015
2458,brandon jennings,2222803,2019
968,corey hawkins,525093,2016
38,andre iguodala,12289544,2015
1106,courtney lee,11242000,2017
1885,jarrett allen,2034120,2018
1921,jerami grant,1524305,2018
1610,nicolas batum,24000000,2018
1864,rondae hollis-jefferson,2470357,2018
2182,demar derozan,27739975,2019
2637,danuel house jr.,247827,2019
2162,david stockton,44495,2018
896,chris babb,947276,2016
2830,lance thomas,7119650,2020
2565,brandon paul,1378242,2019
631,gerald henderson,6000000,2016
2820,jae crowder,7815533,2020
2612,isaiah briscoe,838464,2019
109,jodie meeks,6000000,2015
2833,darius miller,7000000,2020
1790,jaylen brown,4956480,2018
240,shelvin mack,2433333,2015
885,rasual butler,947276,2016
1630,jeff teague,19000000,2018
1369,kevon looney,1182840,2017
2643,cameron reynolds,108953,2019
2378,wendell carter jr.,4441200,2019
1803,alex len,4187599,2018
598,trevor ariza,8193030,2016
193,alexey shved,3282056,2015
2590,alfonzo mckinnie,1349383,2019
1728,yi jianlian,8000000,2018
448,jordan clarkson,507336,2015
1460,kevin murphy,874636,2017
518,dwyane wade,20000000,2016
452,markel brown,507336,2015
3151,vlatko cancar,898310,2020
1094,marvin williams,12250000,2017
415,casper ware,816482,2015
223,terrence ross,2793960,2015
647,nick young,5219169,2016
554,tony parker,13437500,2016
534,tobias harris,16000000,2016
185,mirza teletovic,3368100,2015
2335,jayson tatum,6700800,2019
1884,kendall marshall,2048257,2018
403,jerami grant,884879,2015
1638,kent bazemore,18089887,2018
670,alexis ajinca,4389607,2016
1355,timothe luwawu-cabarrot,1326960,2017
3101,jevon carter,1416852,2020
537,james harden,15756438,2016
1735,corey brewer,7579366,2018
2854,trey lyles,5500000,2020
1983,kyle wiltjer,1312611,2018
2105,emeka okafor,592030,2018
1762,spencer hawes,6061175,2018
2908,jerome robinson,3567720,2020
2647,greg monroe,59820,2019
1773,jared sullinger,5628000,2018
211,travis outlaw,3000000,2015
3095,deonte burton,1416852,2020
3115,jaylen morris,1378242,2020
1600,damian lillard,26153057,2018
2849,jarrett culver,5813640,2020
2874,jamychal green,4767000,2020
2963,skal labissiere,2338847,2020
1048,kawhi leonard,17638063,2017
1096,stephen curry,12112359,2017
1913,trey burke,1544951,2018
2185,cj mccollum,25759766,2019
2683,nikola vucevic,28000000,2020
53,marcin gortat,10434782,2015
1133,tiago splitter,8550000,2017
1605,hassan whiteside,25434262,2018
1016,kevin durant,26540100,2017
1340,jordan adams,1465080,2017
512,carmelo anthony,22875000,2016
1301,zach lavine,2240880,2017
2544,gerald green,1512601,2019
2599,isaac bonga,1000000,2019
2660,theo pinson,4737,2019
1186,josh mcroberts,5782450,2017
1083,jamal crawford,13253012,2017
2045,phil pressey,980431,2018
1019,russell westbrook,26540100,2017
2358,demarcus cousins,5337000,2019
206,harrison barnes,3049920,2015
1060,klay thompson,16663575,2017
1281,jakob poeltl,2703960,2017
1378,glenn robinson iii,1050500,2017
3119,zhou qi,1378242,2020
2633,henry ellenson,341831,2019
1713,norman powell,9367200,2018
741,kevin seraphin,2814000,2016
1413,toure' murry,980431,2017
1606,joel embiid,25250000,2018
1680,kelly olynyk,12537527,2018
1419,jason terry,980431,2017
1691,derrick favors,12000000,2018
2601,de'anthony melton,949000,2019
3039,thabo sefolosha,1620564,2020
1350,nikola jokic,1358500,2017
148,andre miller,4650000,2015
3159,marquese chriss,654469,2020
2507,pascal siakam,1544951,2019
1640,wesley matthews,17884176,2018
2844,trae young,6273000,2020
425,phil pressey,816482,2015
822,sasha kaun,1276000,2016
234,andre drummond,2568360,2015
777,cameron payne,2021520,2016
1510,gracin bakumanya,543471,2017
566,al horford,12000000,2016
2253,joe ingles,13045455,2019
2898,shai gilgeous-alexander,3952920,2020
1984,daniel ochefu,1312611,2018
1813,quincy pondexter,3853931,2018
2338,nemanja bjelica,6500000,2019
102,greivis vasquez,6400000,2015
1104,jeremy lin,11483254,2017
357,will barton,915243,2015
2347,jaren jackson jr.,5915040,2019
1459,branden dawson,874636,2017
2556,noah vonleh,1512601,2019
1816,frank kaminsky,3627842,2018
3136,daniel gafford,898310,2020
519,lamarcus aldridge,19689000,2016
2708,rudy gobert,23241573,2020
2306,kyle anderson,8641000,2019
1330,jerian grant,1643040,2017
268,john salmons,2000000,2015
2188,bradley beal,25434263,2019
2099,maxi kleber,815615,2018
1757,tim duncan,6393750,2018
1262,kelly olynyk,3094014,2017
2343,josh jackson,6041520,2019
2640,dairis bertans,194220,2019
2537,jamal crawford,1512601,2019
1035,derrick rose,21323252,2017
2007,edy tavares,1312611,2018
